CellNum	Stage	Mother/daughter	mtDNA rep observed	ShiftedFlg	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	IntDen	Median	Skew	RawIntDen
				0	Slide2_020818_113	1	1	1	cytoplasm	DAPI	36	MAX_slide2_020818_1.lif - Series004_w_nums.tif:1	0.206	40.5	13.02	NaN	15	90	14.975	10.331	14.972	10.335	8.346	39	NaN	21384
				0	Slide2_020818_114	1	1	1	cytoplasm	EdU	37	MAX_slide2_020818_1.lif - Series004_w_nums.tif:2	0.206	53.381	15.516	NaN	19	103	14.975	10.331	14.973	10.333	11.001	52	NaN	28185
16	G1	M	1	0	Slide2_020818_115	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series004_w_nums.tif:1	10.404	61.096	60.06	NaN	8	255	13.518	14.353	13.577	14.767	635.651	38	NaN	1628577
				0	Slide2_020818_116	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series004_w_nums.tif:2	10.404	54.073	19.248	NaN	9	167	13.518	14.353	13.56	14.454	562.585	52	NaN	1441378
				0	Slide2_020818_117	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series004_w_nums.tif:1	1.068	204.443	49.842	NaN	52	255	13.567	15.038	13.549	15.05	218.323	219	NaN	559356
				0	Slide2_020818_118	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series004_w_nums.tif:2	1.068	68.339	17.944	NaN	25	140	13.567	15.038	13.562	15.028	72.978	67	NaN	186975
				0	Slide2_020818_119	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series004_w_nums.tif:1	0.104	34.519	12.835	NaN	10	83	13.297	15.996	13.299	15.991	3.584	32	NaN	9182
				0	Slide2_020818_120	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series004_w_nums.tif:2	0.104	52.124	16.258	NaN	20	122	13.297	15.996	13.297	15.99	5.412	50	NaN	13865
17	T	M	1	0	Slide2_020818_121	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	9.877	25.322	16.703	NaN	8	142	8.837	5.654	8.98	5.468	250.095	21	NaN	535784
				0	Slide2_020818_122	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	9.877	49.764	15.332	NaN	12	132	8.837	5.654	8.821	5.613	491.506	48	NaN	1052965
				0	Slide2_020818_123	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	1.385	51.413	19.537	NaN	12	142	9.374	5	9.335	5.001	71.204	48	NaN	152542
				0	Slide2_020818_124	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	1.385	56.604	14.621	NaN	16	126	9.374	5	9.355	5.003	78.394	55	NaN	167945
				0	Slide2_020818_125	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	0.191	20.92	8.794	NaN	8	57	8.253	4.629	8.262	4.635	4.004	20	NaN	8577
				0	Slide2_020818_126	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	0.191	52.917	13.949	NaN	20	95	8.253	4.629	8.253	4.632	10.127	51	NaN	21696
17	T	D	1	0	Slide2_020818_127	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	6.413	29.834	21.938	NaN	8	174	12.321	4.159	12.342	4.403	191.313	23	NaN	409854
				0	Slide2_020818_128	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	6.413	51.852	16.337	NaN	11	142	12.321	4.159	12.356	4.149	332.506	50	NaN	712336
				0	Slide2_020818_129	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	0.823	70.961	24.425	NaN	15	174	12.455	4.939	12.467	4.945	58.396	68	NaN	125104
				0	Slide2_020818_130	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	0.823	56.214	14.654	NaN	15	116	12.455	4.939	12.467	4.922	46.26	55	NaN	99105
				0	Slide2_020818_131	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	0.177	18.984	8.506	NaN	8	66	13.288	4.408	13.276	4.418	3.359	18	NaN	7195
				0	Slide2_020818_132	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	0.177	55.058	13.832	NaN	24	105	13.288	4.408	13.283	4.41	9.74	54	NaN	20867
18	M	M	1	0	Slide2_020818_133	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	10.706	27.764	24.145	NaN	8	186	10.493	16.17	10.599	16.231	297.228	19	NaN	636760
				0	Slide2_020818_134	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	10.706	45.304	15.762	NaN	9	139	10.493	16.17	10.537	16.193	485.014	44	NaN	1039058
				0	Slide2_020818_135	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	1.241	73.084	25.596	NaN	17	186	10.992	16.217	10.947	16.189	90.675	71	NaN	194256
				0	Slide2_020818_136	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	1.241	58.925	15.548	NaN	20	139	10.992	16.217	10.985	16.21	73.109	57	NaN	156623
				0	Slide2_020818_137	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series008_w_nums.tif:1	0.155	21.306	8.198	NaN	8	52	10.801	17.388	10.809	17.395	3.312	20	NaN	7095
				0	Slide2_020818_138	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series008_w_nums.tif:2	0.155	48.574	12.998	NaN	19	88	10.801	17.388	10.806	17.389	7.55	46	NaN	16175
19	eG1	M	1	0	Slide2_020818_139	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	9.911	30.995	28.494	NaN	8	236	16.212	2.088	16.057	2.484	307.189	21	NaN	461950
				0	Slide2_020818_140	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	9.911	38.392	13.077	NaN	9	125	16.212	2.088	16.222	2.122	380.496	37	NaN	572189
				0	Slide2_020818_141	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.103	83.853	33.036	NaN	12	236	15.714	2.998	15.709	3.044	92.452	81	NaN	139029
				0	Slide2_020818_142	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.103	45.753	13.609	NaN	15	125	15.714	2.998	15.729	2.985	50.445	44	NaN	75859
				0	Slide2_020818_143	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.259	19	10.918	NaN	8	81	15.57	1.941	15.567	1.943	4.915	17	NaN	7391
				0	Slide2_020818_144	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.259	38.56	11.503	NaN	9	72	15.57	1.941	15.568	1.951	9.975	37	NaN	15000
19	eG1	D	1	0	Slide2_020818_145	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	7.354	31.987	28.902	NaN	8	209	15.592	6.024	15.704	6.084	235.232	23	NaN	353741
				0	Slide2_020818_146	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	7.354	37.425	12.57	NaN	9	105	15.617	6.102	15.621	6.125	275.228	36	NaN	413887
				0	Slide2_020818_147	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.517	100.425	31.677	NaN	33	209	16.037	5.925	16.04	5.937	51.889	97	NaN	78030
				0	Slide2_020818_148	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.517	44.916	12.218	NaN	17	92	16.037	5.925	16.039	5.922	23.208	44	NaN	34900
				0	Slide2_020818_149	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.153	19.77	12.092	NaN	8	79	15.752	5.039	15.761	5.056	3.024	17	NaN	4547
				0	Slide2_020818_150	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.153	38.77	11.899	NaN	12	74	15.752	5.039	15.756	5.047	5.93	37	NaN	8917
20	T	M		0	Slide2_020818_151	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	11.728	29.581	24.407	NaN	7	205	1.845	13.738	1.552	14.039	346.939	22	NaN	521725
				0	Slide2_020818_152	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	11.728	32.764	11.139	NaN	9	93	1.845	13.738	1.778	13.772	384.272	32	NaN	577867
				0	Slide2_020818_153	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.239	71.525	27.231	NaN	9	205	0.751	14.797	0.737	14.778	88.61	69	NaN	133252
				0	Slide2_020818_154	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.239	38.278	11.844	NaN	9	91	0.751	14.797	0.757	14.777	47.421	37	NaN	71311
				0	Slide2_020818_155	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.171	22.482	12.813	NaN	8	91	2.302	14.681	2.302	14.685	3.842	20	NaN	5778
				0	Slide2_020818_156	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.171	34.397	11.342	NaN	12	93	2.302	14.681	2.303	14.678	5.878	33	NaN	8840
20	T	D		0	Slide2_020818_157	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	7.938	35.316	32.41	NaN	8	222	4.814	15.796	4.924	15.617	280.336	24	NaN	421568
				0	Slide2_020818_158	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	7.938	33.482	11.589	NaN	9	91	4.814	15.796	4.856	15.757	265.775	32	NaN	399671
				0	Slide2_020818_159	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.114	95.23	36.251	NaN	11	222	5.03	15.441	5.041	15.451	106.072	91	NaN	159511
				0	Slide2_020818_160	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.114	40.358	11.693	NaN	9	91	5.03	15.441	5.037	15.44	44.953	39	NaN	67600
				0	Slide2_020818_161	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.223	20.137	11.71	NaN	8	66	4.761	16.716	4.766	16.713	4.486	18	NaN	6746
				0	Slide2_020818_162	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.223	33.713	11.068	NaN	10	70	4.761	16.716	4.762	16.715	7.51	32	NaN	11294
21	G1	M	1	0	Slide2_020818_163	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	8.61	33.381	32.961	NaN	8	235	23.436	13.566	23.177	13.878	287.397	22	NaN	432186
				0	Slide2_020818_164	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	8.61	40.332	14.805	NaN	9	120	23.436	13.566	23.344	13.602	347.241	39	NaN	522180
				0	Slide2_020818_165	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.957	100.639	37.896	NaN	14	235	22.788	14.232	22.803	14.196	96.303	97	NaN	144820
				0	Slide2_020818_166	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.957	52.279	14.388	NaN	17	120	22.788	14.232	22.79	14.217	50.027	51	NaN	75230
				0	Slide2_020818_167	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.245	21.073	12.809	NaN	8	71	24.146	13.766	24.108	13.778	5.157	18	NaN	7755
				0	Slide2_020818_168	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.245	40.052	12.018	NaN	14	82	24.146	13.766	24.132	13.77	9.801	39	NaN	14739
22	T	M	1	0	Slide2_020818_169	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	13.095	31.175	27.423	NaN	8	215	22.563	17.352	22.363	17.551	408.228	22	NaN	613891
				0	Slide2_020818_170	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	13.095	43.061	14.9	NaN	9	120	22.563	17.352	22.481	17.362	563.875	41	NaN	847953
				0	Slide2_020818_171	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.375	85.409	32.138	NaN	11	215	22.004	17.906	21.994	17.911	117.396	82	NaN	176540
				0	Slide2_020818_172	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.375	55.73	14.611	NaN	20	117	22.004	17.906	22.014	17.89	76.601	54	NaN	115193
				0	Slide2_020818_173	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.31	22.174	13.005	NaN	8	75	22.91	18.693	22.859	18.683	6.871	20	NaN	10333
				0	Slide2_020818_174	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.31	42.212	12.808	NaN	14	97	22.91	18.693	22.896	18.693	13.081	40	NaN	19671
22	T	D	1	0	Slide2_020818_175	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	12.143	32.046	25.163	NaN	8	220	18.657	18.335	18.509	18.296	389.121	25	NaN	585158
				0	Slide2_020818_176	1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	12.143	46.646	15.305	NaN	10	126	18.657	18.335	18.64	18.302	566.401	45	NaN	851752
				0	Slide2_020818_177	1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	1.301	75.931	28.202	NaN	16	191	17.89	17.999	17.906	17.952	98.765	73	NaN	148522
				0	Slide2_020818_178	1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	1.301	57.109	14.87	NaN	18	121	17.89	17.999	17.893	17.988	74.283	56	NaN	111706
				0	Slide2_020818_179	1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series014_w_nums.tif:1	0.267	20.237	11.588	NaN	8	79	18.173	19.436	18.175	19.432	5.396	17	NaN	8115
				0	Slide2_020818_180	1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series014_w_nums.tif:2	0.267	46.017	12.76	NaN	19	92	18.173	19.436	18.176	19.432	12.271	44	NaN	18453
23	T	M	1	0	Slide2_020818_181	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	9.991	60.605	47.175	NaN	8	255	7.162	8.425	7.014	8.808	605.488	46	NaN	1551298
				0	Slide2_020818_182	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	9.991	41.089	14.792	NaN	9	123	7.182	8.346	7.212	8.439	410.511	39	NaN	1051755
				0	Slide2_020818_183	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	1.153	139.754	46.284	NaN	23	255	6.966	9.132	6.951	9.155	161.079	137	NaN	412693
				0	Slide2_020818_184	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	1.153	48.466	14.678	NaN	14	118	6.966	9.132	6.992	9.144	55.861	47	NaN	143119
				0	Slide2_020818_185	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.098	40.888	18.238	NaN	9	114	8.246	9.182	8.24	9.182	4.006	38	NaN	10263
				0	Slide2_020818_186	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.098	49.064	13.867	NaN	21	98	8.246	9.182	8.243	9.185	4.807	48	NaN	12315
23	T	D	1	0	Slide2_020818_187	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	6.214	56.217	52.004	NaN	8	255	10.562	9.887	10.551	9.886	349.341	38	NaN	895033
				0	Slide2_020818_188	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	6.214	41.585	17.103	NaN	9	138	10.562	9.887	10.531	9.816	258.415	39	NaN	662075
				0	Slide2_020818_189	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.614	165.116	51.274	NaN	44	255	10.851	9.997	10.858	9.984	101.375	165	NaN	259728
				0	Slide2_020818_190	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.614	50.902	15.81	NaN	14	138	10.851	9.997	10.842	9.984	31.252	49	NaN	80069
				0	Slide2_020818_191	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.158	43.579	19.82	NaN	9	125	10.438	10.687	10.444	10.675	6.906	40	NaN	17693
				0	Slide2_020818_192	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.158	40.862	13.275	NaN	15	110	10.438	10.687	10.444	10.688	6.475	39	NaN	16590
24	G1	M		0	Slide2_020818_193	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	12.006	48.896	52.281	NaN	8	255	7.575	4.32	7.547	4.923	587.041	30	NaN	1504034
				0	Slide2_020818_194	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	12.006	31.102	14.574	NaN	9	120	7.575	4.32	7.522	4.515	373.409	29	NaN	956697
				0	Slide2_020818_195	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.999	181.489	52.049	NaN	42	255	7.903	5.537	7.892	5.513	181.272	187	NaN	464430
				0	Slide2_020818_196	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.999	43.934	13.845	NaN	11	120	7.903	5.537	7.875	5.517	43.882	43	NaN	112428
				0	Slide2_020818_197	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.16	31.99	15.506	NaN	8	92	8.746	4.474	8.728	4.481	5.132	30	NaN	13148
				0	Slide2_020818_198	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.16	32.127	10.818	NaN	11	72	8.746	4.474	8.734	4.476	5.154	31	NaN	13204
25	G1	M	1	0	Slide2_020818_199	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	6.795	59.569	63.776	NaN	8	255	4.059	6.498	4.119	6.636	404.787	35	NaN	1037090
				0	Slide2_020818_200	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	6.795	35.002	14.326	NaN	9	104	4	6.399	4.073	6.419	237.846	33	NaN	609377
				0	Slide2_020818_201	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.867	198.724	50.3	NaN	33	255	4.16	6.589	4.174	6.608	172.27	208	NaN	441367
				0	Slide2_020818_202	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.867	42.226	14.103	NaN	11	104	4.16	6.589	4.181	6.589	36.605	41	NaN	93784
				0	Slide2_020818_203	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series023_w_nums.tif:1	0.134	22.481	13.119	NaN	8	81	3.483	5.712	3.496	5.723	3.01	20	NaN	7711
				0	Slide2_020818_204	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series023_w_nums.tif:2	0.134	35.248	12.046	NaN	12	86	3.483	5.712	3.491	5.712	4.719	33	NaN	12090
26	A	M		0	Slide2_020818_205	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	7.243	34.005	27.355	NaN	8	229	11.115	39.667	10.844	39.671	246.282	26	NaN	102593
				0	Slide2_020818_206	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	7.243	53.645	18.77	NaN	10	128	11.115	39.667	11.074	39.656	388.526	52	NaN	161847
				0	Slide2_020818_207	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.358	95.497	32.95	NaN	37	195	10.135	39.862	10.141	39.864	34.158	90	NaN	14229
				0	Slide2_020818_208	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.358	64.174	17.761	NaN	32	118	10.135	39.862	10.156	39.851	22.954	64	NaN	9562
				0	Slide2_020818_209	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.125	23.904	11.981	NaN	8	62	11.714	39.66	11.71	39.648	2.984	23	NaN	1243
				0	Slide2_020818_210	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.125	58.481	11.943	NaN	35	84	11.714	39.66	11.711	39.66	7.3	59	NaN	3041
26	A	D		0	Slide2_020818_211	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	2.965	55.313	37.373	NaN	8	201	8.649	39.555	8.661	39.695	163.988	47	NaN	68312
				0	Slide2_020818_212	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	2.965	61.812	18.989	NaN	13	131	8.649	39.555	8.635	39.54	183.255	61	NaN	76338
				0	Slide2_020818_213	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.689	97.69	31.93	NaN	24	201	8.504	39.823	8.531	39.824	67.305	96	NaN	28037
				0	Slide2_020818_214	1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.689	69.084	17.87	NaN	29	131	8.504	39.823	8.504	39.812	47.596	68	NaN	19827
				0	Slide2_020818_215	1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.13	29.593	14.245	NaN	11	69	8.553	39.026	8.543	39.03	3.836	27	NaN	1598
				0	Slide2_020818_216	1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.13	70.926	16.807	NaN	38	112	8.553	39.026	8.555	39.031	9.194	70	NaN	3830
27	T	M		0	Slide2_020818_217	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	11.117	48.594	40.353	NaN	8	240	13.988	36.642	13.795	37.057	540.225	34	NaN	225040
				0	Slide2_020818_218	1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	11.117	58.087	18.54	NaN	9	142	13.988	36.642	13.946	36.7	645.752	56	NaN	268999
				0	Slide2_020818_219	1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.961	107.497	40.167	NaN	20	240	13.4	37.902	13.424	37.916	210.83	102	NaN	87825
				0	Slide2_020818_220	1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.961	67.42	19.08	NaN	23	134	13.4	37.902	13.405	37.833	132.228	67	NaN	55082
				0	Slide2_020818_221	1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.233	28.959	15.51	NaN	8	117	14.708	37.461	14.689	37.466	6.743	25	NaN	2809
				0	Slide2_020818_222	1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.233	56.732	13.108	NaN	24	92	14.708	37.461	14.703	37.457	13.21	56	NaN	5503
27	T	D		0	Slide2_020818_223	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	5.478	46.249	37.69	NaN	8	229	13.886	40.168	13.715	40.16	253.359	33	NaN	105541
				0	Slide2_020818_224	1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	5.478	52.123	17.903	NaN	12	128	13.935	40.217	13.896	40.222	285.536	51	NaN	118945
				0	Slide2_020818_225	1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.804	104.937	36.08	NaN	27	229	13.769	40.103	13.757	40.148	84.39	101	NaN	35154
				0	Slide2_020818_226	1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.804	64.275	16.653	NaN	28	128	13.769	40.103	13.776	40.113	51.689	61	NaN	21532
				0	Slide2_020818_227	1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.149	22.048	13.546	NaN	8	65	14.592	40.57	14.592	40.555	3.282	20	NaN	1367
				0	Slide2_020818_228	1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.149	55.726	18.9	NaN	22	122	14.592	40.57	14.583	40.561	8.294	53	NaN	3455
28	T	M		0	Slide2_020818_229	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	12.082	37.723	35.021	NaN	8	245	5.859	10.578	5.492	10.445	455.768	26	NaN	189858
				0	Slide2_020818_230	1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	12.082	61.124	23.019	NaN	9	164	5.859	10.578	5.766	10.495	738.503	59	NaN	307636
				0	Slide2_020818_231	1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.402	107.58	37.573	NaN	26	245	4.738	10.337	4.743	10.327	150.821	104	NaN	62827
				0	Slide2_020818_232	1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	1.402	80.868	20.663	NaN	31	161	4.738	10.337	4.766	10.317	113.372	81	NaN	47227
				0	Slide2_020818_233	1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	0.226	26.755	13.37	NaN	8	72	5.577	11.747	5.576	11.745	6.037	27	NaN	2515
				0	Slide2_020818_234	1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	0.226	68.734	15.882	NaN	38	104	5.577	11.747	5.579	11.743	15.51	65	NaN	6461
28	T	D		0	Slide2_020818_235	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	6.818	45.987	50.367	NaN	8	255	5.736	14.288	5.862	14.624	313.522	25	NaN	130603
				0	Slide2_020818_236	1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series017_w_nums.tif:2	6.818	58.574	24.22	NaN	10	155	5.736	14.288	5.739	14.35	399.335	56	NaN	166350
				0	Slide2_020818_237	1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series017_w_nums.tif:1	1.111	139.531	45.177	NaN	34	255	6.078	14.745	6.069	14.76	155.084	138	NaN	64603
